"eLpxAtot",1.6457
"eLpxCtot",1.57536
"eLpxDtot",1.1227
"eLpxHtot",0.4387
"eLpxBtot",0.9517
"eLpxKtot",1.071
"eLpxLtot",2.3
"eLpxMtot",9.2197
