genotype,substrate,batch,mu,mu_error,log2_PL_flux_norm,LPA_mean,LPA_std,PA_mean,PA_std
NCM3722_2,acetate,20191219,0.426156120721667,0.00874195074566877,-0.701658410540027,-0.736369939983897,0.145723100453537,-0.593564027131273,0.060086245006027
NCM3722_2,glucose,20191219,1.01585662714411,0.00858116421497105,0.178365167399811,-0.376836604204567,0.0981889711647484,0.225429790771157,0.101687604412581
NCM3722_2,glucoseCAA,20191219,1.4175936583208,0.00863224692929648,0.680534381394748,0.343898418248548,0.0653917070938474,0.683146007761434,0.0487679436497023
NCM3722_2,glycerol,20191219,0.632897976870432,0.00753274715467004,-0.252962560807688,-0.192578385103039,0.0204710596931318,-0.500822184773406,0.0582495081307414
NCM3722_2,malate,20191219,0.724409697146498,0.0172513401661219,-0.0436264006203428,-0.165281952643796,0.11573537636925,-0.360628120559722,0.0271094957839271
NCM3722_2,succinate,20191219,0.678084448655919,0.0113955871094714,-0.249108317810586,0.595146237174208,0.0300730837244789,-0.148499640325289,0.0354158717782807
